BUDGET FISCAL YEAR,DEPARTMENT NAME,FUND NAME,ACCOUNT NAME,ADOPTED BUDGET AMOUNT,TOTAL EXPENDITURES,BUDGET CHANGE AMOUNT,BUDGET TRANSFER IN AMOUNT,BUDGET TRANSFER OUT AMOUNT,TOTAL BUDGET,ENCUMBRANCE AMOUNT,PRE-ENCUMBRANCE AMOUNT,BUDGET UNCOMMITTED AMOUNT,ACCOUNT GROUP NAME,FUND,ACCOUNT,DEPARTMENT
2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: CASTLE PEAK PARK (S18),0.00,,25000.00,0.00,0.00,25000.00,0.00,0.00,25000.00,SPECIAL,43K,10TPDD,10
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,FACILITY LEASE,600000.00,,0.00,0.00,0.00,600000.00,0.00,0.00,600000.00,SPECIAL,385,94TA23,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,BUREAU OF STREET SERVICES,0.00,787483.40,787483.40,0.00,0.00,787483.40,0.00,0.00,0.00,,305,50T186,50
2021,RECREATION AND PARKS,PARK & REC SITES & FACILITIES,CAPITAL IMPROVEMENT EXPENSE PROGRAM,0.00,93491.00,93491.00,0.00,0.00,93491.00,0.00,0.00,0.00,,209,88T154,88
2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,11471 CHANDLER BOULEVARD,0.00,3994067.21,4835811.84,0.00,0.00,4835811.84,153145.76,0.00,688598.87,,63M,10T612,10
2021,AGING,AREA PLAN FOR THE AGING TIT 7,CONGREGATE MEALS III  C1,0.00,3664548.56,4527034.00,0.00,0.00,4527034.00,862485.44,0.00,0.00,,395,02TA02,2
2021,GENERAL SERVICES,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",TRANSFER EXPENDITURES FROM 140 ACCOUNT,0.00,2823639.80,2823639.80,0.00,0.00,2823639.80,0.00,0.00,0.00,,27H,40T400,40
2021,NEIGHBORHOOD EMPOWERMENT,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,40000.00,34995.24,0.00,0.00,0.00,40000.00,0.00,0.00,5004.76,SALARIES AND BENEFITS,100,001070,47
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,ELYSIAN PARK-ANGELS POINT AREA,0.00,,1498.23,0.00,0.00,1498.23,0.00,0.00,1498.23,,205,88250J,88
2021,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,CONTRACTUAL SERVICES,96369605.00,4675397.29,1232715.50,0.00,0.00,97602320.50,1444656.97,0.00,91475862.18,,800,163040,16
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,SENIOR CITIZENS PROGRAMS,0.00,21803.05,910046.83,0.00,0.00,910046.83,0.00,0.00,888243.78,,205,88PPBZ,88
2021,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SYSTEMS DEVELOPMENT PROJECT COSTS,7561000.00,1634836.56,0.00,0.00,0.00,7561000.00,1283012.32,0.00,4601884.32,SPECIAL,48R,08T530,8
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",TIWRP AWPF CHEMICAL PIPING REPL,919000.00,,-919000.00,0.00,0.00,0.00,0.00,0.00,0.00,,75R,50THJ9,50
2021,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,REIMBURSEMENT OF GENERAL FUND COSTS,338078.00,,0.00,0.00,0.00,338078.00,0.00,0.00,338078.00,SPECIAL,46F,08T299,8
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ALTERNATIVE FUEL PROGRAM,SR FLEET ELECTRIFICATION MASTER PLAN,0.00,,150000.00,0.00,0.00,150000.00,0.00,0.00,150000.00,SPECIAL,45T,50TUAB,50
2021,MAYOR,2013 SECOND CHANCE ACT JUVENILE REENTRY GRANT FUND,MAYOR,0.00,,357.40,0.00,0.00,357.40,0.00,0.00,357.40,,56H,46T146,46
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA LEASE REV COM PAPER NTES,SIX STREET VIADUCT FUNDING-SACO,0.00,41123639.82,54915390.64,0.00,0.00,54915390.64,1.00,0.00,13791749.82,,298,50TSSV,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOUSING OPPOR FOR PERSON W/AID,REIMBURSEMENT OF GENERAL FUND COSTS,107800.00,122188.26,106654.00,0.00,0.00,214454.00,0.00,0.00,92265.74,,569,43T299,43
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,WHITSETT FIELDS PARK LIGHTING IMPROVEMENTS,0.00,683642.63,683642.63,0.00,0.00,683642.63,0.00,0.00,0.00,,205,88SCFP,88
2021,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,CITY ADMINISTRATIVE OFFICER,70019.00,64184.12,0.00,0.00,0.00,70019.00,0.00,0.00,5834.88,,105,10T110,10
2021,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,GENERAL FUND (GENERAL BUDGET),CONTAMINATED SOIL REMOVAL/MITIGATION,500000.00,,-392800.00,0.00,0.00,107200.00,0.00,0.00,107200.00,SPECIAL,100,00T318,54
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,EL SERENO ACTIVE TRANS & TRANSIT CONNECTIVITY ENH -LAMIP105,0.00,,950000.00,0.00,0.00,950000.00,0.00,0.00,950000.00,,655,94TT2D,94
2021,NON-DEPARTMENTAL - GENERAL,GENERAL FUND (GENERAL BUDGET),LIBRARY FUND,204934363.00,187856499.38,0.00,0.00,0.00,204934363.00,0.00,0.00,17077863.62,SPECIAL,100,620300,62
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,CAPITAL IMPROVEMENT EXPENSE PROGRAM,0.00,20902.58,20902.58,0.00,0.00,20902.58,0.00,0.00,0.00,,655,94T154,94
2021,NON-DEPARTMENTAL - GENERAL,GENERAL FUND (GENERAL BUDGET),NEIGHBORHOOD COUNCIL FUND,3218000.00,3218000.00,0.00,0.00,0.00,3218000.00,0.00,0.00,0.00,SPECIAL,100,62059B,62
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",NOS REHAB U-9 ALISO STREET TO 6TH STREET,0.00,2207195.70,2207195.70,0.00,0.00,2207195.70,0.00,0.00,0.00,,75R,50TAG9,50
2021,BUILDING AND SAFETY,LOCAL ENFORCE AGENCY LANDFILL,ENFORCEMENT ASSISTANCE GRANTS,0.00,25066.98,52805.70,0.00,0.00,52805.70,5809.61,15187.65,6204.46,,527,080001,8
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,STREET DAMAGE RESTORATION FEE SPECIAL FUND (SCHEDULE 47),3000000.00,,0.00,0.00,0.00,3000000.00,0.00,0.00,3000000.00,SPECIAL,761,50T41A,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOMELESS EFFORTS - COUNTY FUNDING AGREEMENT FUND,SAFE PARKING - 711 S BEACON,0.00,40761.00,163043.00,0.00,0.00,163043.00,122282.00,0.00,0.00,,63Q,43TA06,43
2021,GENERAL SERVICES,PRINTING REVOLVING,SALARIES GENERAL,0.00,1902619.51,1950000.00,0.00,0.00,1950000.00,0.00,0.00,47380.49,,706,401010,40
2021,RECREATION AND PARKS,RECREATION AND PARKS,GENERAL FUND REIMBURSEMENT,52812963.00,39609723.00,0.00,0.00,0.00,52812963.00,0.00,0.00,13203240.00,SPECIAL,302,009120,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,ODOR CTR NOTF CARBON SCRB FAC UPGRADE,1448000.00,189056.22,-771250.36,0.00,0.00,676749.64,110943.78,0.00,376749.64,,70W,50TAHS,50
2021,POLICE,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,110062.00,5480.39,0.00,0.00,74000.00,36062.00,3520.14,0.00,27061.47,EXPENSES,100,003310,70
2021,WATER AND POWER,WW REF RB ISS OF 98 BOND SERVI,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,M88,988110,98
2021,POLICE,CALIF STATE ASSET FORFEITURE,MAYOR,0.00,25000.00,25000.00,0.00,0.00,25000.00,0.00,0.00,0.00,,44F,70T146,70
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,TUJUNGA NEIGHBORHOOD PK-DEV,0.00,,6151.82,0.00,0.00,6151.82,0.00,0.00,6151.82,,205,88060J,88
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,WEST VALLEY INDOOR SWIM POOL,0.00,,409562.68,0.00,0.00,409562.68,0.00,0.00,409562.68,,205,88800L,88
2021,NON-DEPARTMENTAL - GENERAL,RESERVE,AVAILABLE - BUREAU OF ENGINEERING,0.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,-150000.00,,101,621078,62
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FORECLOSURE REGISTRY PROGRAM FUND,HOUSING AND COMMUNITY INVESTMENT,1104481.00,630929.76,-32539.00,0.00,0.00,1071942.00,0.00,0.00,441012.24,,56V,43T143,43
2021,CITY CLERK,ATHENS SERVICES COMMUNITY BENEFITS TRUST FUND,GENERAL CD6,0.00,,21932.33,0.00,0.00,21932.33,0.00,0.00,21932.33,,56W,140C06,14
2021,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-STAR PROGRAM,0.00,,44453.86,0.00,0.00,44453.86,0.00,0.00,44453.86,,859,060024,6
2021,RECREATION AND PARKS,RECREATION AND PARKS,FEED AND GRAIN,31055.00,18012.59,0.00,0.00,0.00,31055.00,1129.22,0.00,11913.19,EXPENSES,302,004580,88
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,26940.00,8551.58,67718.00,301.00,5400.00,89559.00,11448.42,0.00,69559.00,EXPENSES,100,002120,22
2021,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,GENERAL FUND (GENERAL BUDGET),CLEAN STREETS - LOPEZ CANYON,0.00,,31333.00,0.00,0.00,31333.00,0.00,0.00,31333.00,SPECIAL,100,00T784,54
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY SER BL GRANT TRUST,CARES NON-PROFIT,0.00,113295.63,8090722.00,0.00,0.00,8090722.00,7459792.37,0.00,517634.00,,428,43T908,43
2021,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,0.00,47065.88,0.00,57000.00,835.08,56164.92,0.00,0.00,9099.04,SALARIES AND BENEFITS,100,001070,74
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,2028 OLYMPIC LEGACY STREET IMPROVEMENTS PLAN,0.00,,497250.00,0.00,0.00,497250.00,0.00,0.00,497250.00,,655,94TT2A,94
2021,NON-DEPARTMENTAL - GENERAL,GENERAL FUND (GENERAL BUDGET),SIDEWALK REPAIR FUND,14571775.00,13357460.38,0.00,0.00,0.00,14571775.00,0.00,0.00,1214314.62,SPECIAL,100,62057F,62
2021,GENERAL SERVICES,STORES REVOLVING,AVAILABLE,0.00,41523756.33,48867782.74,0.00,0.00,48867782.74,4593083.43,4640.00,2182325.91,,707,40000A,40
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,PROP A MAINT/SERVICING,0.00,,638045.22,0.00,0.00,638045.22,0.00,0.00,638045.22,,205,88020H,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE FD 2005-A,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,W51,508110,50
2021,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,51237783.00,33086010.44,8571383.75,1300000.00,1650000.00,59459166.75,11632736.39,93205.00,14188937.22,EXPENSES,100,003030,86
2021,HARBOR,HARBOR REVENUE,HIRING HALL OVERTIME,0.00,58305.44,0.00,0.00,0.00,0.00,0.00,0.00,-58305.44,,702,421190,42
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,PARK FEE PROGRAM ADMINISTRATION,0.00,514471.82,4890811.92,0.00,0.00,4890811.92,105018.60,0.00,4271321.50,,302,89720H,89
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,GENERAL FUND- VARIOUS PROGRAM,YOUTH OPPORTUNITY MOVEMENT (YOM) - CITY GF,0.00,,17411.00,0.00,0.00,17411.00,17411.00,0.00,0.00,,551,22T818,22
2021,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,350000.00,698527.59,0.00,464112.00,0.00,814112.00,0.00,0.00,115584.41,SALARIES AND BENEFITS,100,001070,78
2021,NON-DEPARTMENTAL - GENERAL,GENERAL FUND (GENERAL BUDGET),OLDER AMERICAN ACT,0.00,3669828.00,0.00,3669828.00,0.00,3669828.00,0.00,0.00,0.00,SPECIAL,100,620395,62
2021,PUBLIC ACCOUNTABILITY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,1432228.00,754073.64,0.00,0.00,0.00,1432228.00,0.00,0.00,678154.36,SALARIES AND BENEFITS,100,001010,11
2021,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,POLICE,635000.00,,-19050.00,0.00,0.00,615950.00,0.00,0.00,615950.00,,596,94T170,94
2021,PERSONNEL,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,6917835.00,9373834.82,9231999.00,1801861.00,3859251.00,14092444.00,3530747.61,0.00,1187861.57,EXPENSES,100,003040,66
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,DOL YOUTH REENTRY GRANT FUND,PERSONNEL,0.00,,238.00,0.00,0.00,238.00,0.00,0.00,238.00,,59R,22T166,22
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,DEFERRED MAINTENANCE,0.00,16818.26,308727.28,0.00,0.00,308727.28,0.00,0.00,291909.02,,302,89704H,89
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,PAVEMENT PRESERVATION PROGRAM,23996188.00,,-23996188.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,59V,50TMPP,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,ROGER JESSUP PARK,0.00,,150000.00,0.00,0.00,150000.00,0.00,0.00,150000.00,,424,43T965,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER B CONST FND,ELLIPSE POST PRODUCTION IMPLEMENTATION,0.00,443938.50,1000000.00,0.00,0.00,1000000.00,556061.50,0.00,0.00,SPECIAL,70X,50TGF6,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",BIP-N. SPRING S/LA S-0859,0.00,183310.33,183310.33,0.00,0.00,183310.33,0.00,0.00,0.00,,27H,50T658,50
2021,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,ADMINISTRATION,0.00,,10000.00,0.00,0.00,10000.00,0.00,0.00,10000.00,,573,943000,94
2021,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY,117929692.00,108102217.63,-3537891.00,0.00,0.00,114391801.00,0.00,0.00,6289583.37,,48R,08T108,8
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",HIGHLAND PK EAGLE SEWER REHABILITATION,272000.00,,-272000.00,0.00,0.00,0.00,0.00,0.00,0.00,,75R,50TAG2,50
2021,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,2371457.00,1628112.53,960.00,2201.00,267183.72,2107434.28,0.00,0.00,479321.75,SALARIES AND BENEFITS,100,001070,40
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,URBAN RESOURCES PARTNERSHIPS,0.00,,10697.23,0.00,0.00,10697.23,0.00,0.00,10697.23,,205,88NNBF,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CENTRAL LA RECYCLING TRFR STAT,PRIVATE LANDFILL DISPOSAL FEES,6800000.00,1057542.83,0.00,0.00,0.00,6800000.00,879397.85,0.00,4804780.47,SPECIAL,47R,50T325,50
2021,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,PERSHING SQUARE PARK OPER&PRGM,0.00,,86256.54,0.00,0.00,86256.54,1.00,0.00,86255.54,,301,88015M,88
2021,MAYOR,FY12 AND FY13 SECURING THE CITIES GRANT FUND,REIMBURSEMENT OF GENERAL FUND COSTS,0.00,,370250.55,0.00,0.00,370250.55,0.00,0.00,370250.55,,55X,46T299,46
2021,CITY ADMINISTRATIVE OFFICER,ATTORNEY CONFLICTS PANEL SP FD,ATTORNEY CONFLICTS PANEL,4000000.00,1885542.23,257153.15,0.00,0.00,4257153.15,2287408.77,0.00,84202.15,,46T,100594,10
2021,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,GENERAL FUND (GENERAL BUDGET),PUBLIC SAFETY FACILITIES - POLICE,75000.00,15335.58,0.00,0.00,0.00,75000.00,77.00,0.00,0.07,SPECIAL,100,00T750,54
2021,DISABILITY,GENERAL FUND (GENERAL BUDGET),AIDS PREVENTION POLICY,92521.00,50249.00,0.00,0.00,8000.00,84521.00,12000.00,0.00,22272.00,SPECIAL,100,009800,65
2021,RECREATION AND PARKS,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",LINCOLN PARK POOL,0.00,536966.60,536966.60,0.00,0.00,536966.60,0.00,0.00,0.00,,27H,88TNB3,88
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,ELYSIAN PARK-F GLASS ESTATE,0.00,,98525.61,0.00,0.00,98525.61,0.00,0.00,98525.61,,302,89200K,89
2021,WATER AND POWER,PWR SYST RB 2001 SERI C BD SER,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J78,988110,98
2021,NON-DEPARTMENTAL - UNAPPROPRIATED BALANCE,GENERAL FUND (GENERAL BUDGET),LAND MOBILE RADIO SITE INFRASTRUCTURE UPGRADES,3022610.00,,0.00,0.00,0.00,3022610.00,0.00,0.00,3022610.00,SPECIAL,100,580311,58
2021,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,MAYOR,27053.00,,-21730.15,0.00,0.00,5322.85,0.00,0.00,5322.85,,528,94146T,94
2021,WATER AND POWER,PWR SYST RB 2001 SERI B BD SER,INTEREST EXPENSE,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J77,988210,98
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,VAN NUYS-MARSON STREET LIGHTING,0.00,,886798.00,0.00,0.00,886798.00,0.00,0.00,886798.00,,424,43T772,43
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,MLK THERAPEUTIC CTR RENO PRJ,0.00,,200000.00,0.00,0.00,200000.00,0.00,0.00,200000.00,,302,89847M,89
2021,PERSONNEL,GENERAL FUND (GENERAL BUDGET),EMPLOYEE SERVICE PINS,7200.00,,0.00,0.00,0.00,7200.00,4461.09,0.00,2738.91,SPECIAL,100,009580,66
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,VAN NESS POOL,0.00,,624506.96,0.00,0.00,624506.96,137710.00,0.00,486796.96,,205,88LMC2,88
2021,HARBOR,HARBOR EMERGENCY FUND,OTHER EXPENDITURES,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,751,421000,42
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,PRISON TO EMPLOYMENT (P2E) PROGRAM FUND,PERSONNEL,0.00,,2400.00,0.00,0.00,2400.00,0.00,0.00,2400.00,,62P,22T166,22
2021,CULTURAL AFFAIRS,ARTS DEVELOPMENT FEE TRUST FND,2130 E VIOLET ST 90021 PMT 01818,0.00,,154233.47,0.00,0.00,154233.47,0.00,0.00,154233.47,,516,30TD59,30
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,HWRP HARRINGTON BUILDING AIR QUALITY IMPROVEMENT,832000.00,,-11637.00,0.00,0.00,820363.00,0.00,0.00,820363.00,,70W,50TDK4,50
2021,WATER AND POWER,PWR SYST RB 2001 SERI A BD SER,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J75,988110,98
2021,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,187500.00,187500.00,0.00,0.00,0.00,187500.00,0.00,0.00,0.00,SALARIES AND BENEFITS,100,001120,78
2021,POLICE,POLICE DEPARTMENT TRUST FUND,CADET YOUTH PROGRAM-SWORN O/T,0.00,,7955.65,0.00,0.00,7955.65,0.00,0.00,7955.65,,885,70T827,70
2021,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,LICENSING,0.00,,4261.09,0.00,0.00,4261.09,0.00,0.00,4261.09,,301,88004M,88
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOMELESS EFFORTS - COUNTY FUNDING AGREEMENT FUND,TINY HOME OPERATIONS - 18140 PARTHENIA BLVD,0.00,,822955.00,0.00,0.00,822955.00,822955.00,0.00,0.00,,63Q,43TA45,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",DCT BLOWER AIR CLEANUP SYSTEM,471000.00,138672.94,-332327.06,0.00,0.00,138672.94,0.00,0.00,0.00,,75R,50TJD2,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,RENT STABILIZATION TRUST,RELOCATION SERVICES PROVIDER FEE,1000000.00,,500000.00,0.00,0.00,1500000.00,0.00,0.00,1500000.00,SPECIAL,440,43T208,43
2021,EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY,EL PUEBLO DE LA HISTOR MONUMEN,INFORMATION TECHNOLOGY AGENCY,0.00,784.00,784.00,0.00,0.00,784.00,0.00,0.00,0.00,,737,33132T,33
2021,WATER AND POWER,PWR SYST RB 2003 B BD SER FUND,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J85,988110,98
2021,POLICE,US DEPT OF JUSTICE ASSET FORFE,MICROFILM DIGITIZATION,187000.00,,0.00,0.00,0.00,187000.00,0.00,0.00,187000.00,SPECIAL,44D,70T546,70
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,PERSONNEL,82596.00,,0.00,0.00,0.00,82596.00,0.00,0.00,82596.00,,385,94T166,94
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,LA COUNTY RELAY INSTITUTE FUND,LA COUNTY RELAY INSTITUTE,0.00,,39000.00,0.00,0.00,39000.00,0.00,0.00,39000.00,,60L,22T873,22
2021,CANNABIS REGULATION,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,1213132.00,612601.44,-169905.90,0.00,0.00,1043226.10,336432.54,0.00,94192.12,EXPENSES,100,003040,13
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,TIWRP EPP PIPING SYSTEM IMPROVEMENTS,1177000.00,52129.13,0.00,0.00,0.00,1177000.00,104870.87,0.00,1020000.00,,70W,50THL7,50
2021,EMERGENCY MANAGEMENT,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,4990.00,3395.94,0.00,0.00,0.00,4990.00,0.00,0.00,1594.06,EXPENSES,100,003040,35
2021,CITY CLERK,LA CHINATOWN BUSINESS IMPR DIS,RECOVERY COSTS,0.00,20079.51,20079.51,0.00,0.00,20079.51,0.00,0.00,0.00,,44K,140299,14
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,GANG INJUNCTION CURFEW SETTLEMENT,ECONOMIC AND WORKFORCE DEVELOPMENT,0.00,254608.88,647438.00,0.00,0.00,647438.00,0.00,0.00,392829.12,,10B,22T122,22
2021,CITY ADMINISTRATIVE OFFICER,CA COVID-19 EMERGENCY FUND,GENERAL SERVICES,0.00,5669532.05,5669532.05,0.00,0.00,5669532.05,0.00,0.00,0.00,,63B,10T140,10
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,SUMMER FOOD SERVICE PROGRAM,0.00,111229.25,258208.57,0.00,0.00,258208.57,0.00,0.00,146979.32,,205,88WPF1,88
2021,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,66629.00,50180.08,-5527.00,0.00,6984.00,54118.00,3187.40,0.00,750.52,EXPENSES,100,003090,78
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER B CONST FND,TIWRP AWPF PHASE 1 PRODUCT WATER PUMPS REPLACEMENT,0.00,445798.85,800000.00,0.00,0.00,800000.00,6335.40,0.00,347865.75,,70X,50THBL,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,ON CALL CONTRACTORS (EMERGENCY FUNDS),4798565.00,1428106.88,0.00,0.00,0.00,4798565.00,24655.79,0.00,3320092.03,,511,50T387,50
2021,PENSION,FIRE & POLICE TIER 4 GENERAL P,RET/PEN BENEFITS & REFUNDS,7300000.00,,0.00,0.00,0.00,7300000.00,0.00,0.00,7300000.00,,910,649710,64
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",BIP-GLENDALE-HYPERION (PHASE 2) LOCAL MATCH,0.00,98590.00,98590.00,0.00,0.00,98590.00,0.00,0.00,0.00,SPECIAL,27H,50TB26,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,CITY ATTORNEY,465010.00,426259.13,0.00,0.00,0.00,465010.00,0.00,0.00,38750.87,,508,50T112,50
2021,NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),MICLA 2014-A COMMERCIAL PAPER REAL PROPERTY REFINANCING,3226275.00,733531.90,0.00,0.00,2492743.10,733531.90,0.00,0.00,0.00,SPECIAL,100,000348,53
2021,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,CAPITAL PROGRAM - EL PUEBLO,0.00,,200000.00,0.00,0.00,200000.00,0.00,0.00,200000.00,,298,40T24K,40
